,x1,y1,x2,y2,x3,y3,mean Cd 200,mean Cd 400,mean Cd 600
369,19,21,15,19,25,25,0.006412570716,0.004265453297000001,0.0028259394436
370,19,23,25,19,23,25,0.005714377857,0.014010544894,0.006316113305
371,19,23,25,19,21,23,0.003515643473,0.00829235904,0.020932018859000003
372,15,21,23,19,23,23,0.0028756529958762884,0.020674873189000003,0.025139271760999997
373,19,25,25,19,21,23,0.007345827584,0.009135683538,0.0015356780962962962
374,17,21,19,15,25,21,0.007031414381999999,0.007984132132,0.005278270812000001
375,17,25,25,19,23,23,0.006429472751,0.006861775755,0.016259549937
376,15,25,19,17,23,25,0.011845180172,0.025305914557,0.013898020588
377,15,25,25,17,21,21,0.010884848489000001,0.0056653737,0.0033303140695
378,15,25,23,19,21,21,0.006699307108999999,0.013023855382,0.007005152959
379,17,21,19,17,25,25,0.009898292652000002,0.004078724762,0.0040502933689
380,15,23,25,17,21,25,0.007867502511,0.006464542578,0.020470029799
381,19,23,15,17,23,21,0.007006383286,0.0135388627,0.008210803716599999
382,15,25,17,17,21,21,0.013880394086999998,0.005281120780000001,0.008102541834
383,15,21,21,17,25,21,0.0035479813118971066,0.022772270405,0.016016685614
384,17,25,17,19,21,25,0.007970010458,0.014887261638000002,0.0064877425940000006
385,17,23,25,17,21,25,0.008830177098,0.0077703352819999995,0.008403439659
386,15,25,15,19,21,21,0.00804998908,0.009590203456,0.017162543294000004
387,19,25,19,15,21,25,0.022393503211,0.006850482306,0.0013052799917030564
388,15,21,15,19,25,23,0.003339186595959596,0.021328790513,0.007016602438
389,15,21,23,15,21,25,0.014559981000000001,0.015811195385,0.007667789188999999
390,17,21,17,19,21,23,0.0036601238980000003,0.020136854255,0.014755604708
391,17,23,17,15,25,25,0.014647346755,0.009179720058,0.0021537788917
392,17,23,17,17,21,21,0.008501487515,0.00520416688,0.0039833943731
393,17,25,23,19,21,25,0.006836113122,0.0017074335746666664,0.0013761953709523806
394,19,21,25,17,21,21,0.003556345424,0.002957789666,0.015073083224000002
395,17,25,19,19,21,23,0.008726998296,0.013957226526999999,0.020393302136
396,15,23,21,19,23,25,0.0052939117009999995,0.002257770249,0.006883782125
397,17,25,19,19,23,21,0.007815579311,0.011620581431,0.010840231187000001
398,17,23,25,15,25,23,0.010650519875999999,0.015292965102,0.007619574591999999
399,19,25,21,17,23,25,0.013540325331,0.013580057490000002,0.010442942984
400,19,21,23,15,21,25,0.020190046583999997,0.006503045052,0.007833391713699999
401,17,23,15,19,25,21,0.003721366564853557,0.021796143598999996,0.010169443683
402,15,25,23,15,25,25,0.01651596746,0.014852204329,0.014370759840999999
403,17,25,23,15,21,21,0.021594540214,0.01407208592,0.024315617026
404,17,25,21,15,23,25,0.01992343713,0.017766257427,0.007890433525
405,19,23,21,19,21,21,0.0047629608870000005,0.020394949609000002,0.024132130773
406,15,21,23,19,23,21,0.0019975223090909094,0.001507412524623116,0.0031814906736
407,15,25,15,19,25,25,0.006931785432,0.00800551917,0.0040834025552
408,15,23,25,15,21,23,0.010189209780999998,0.012695520712,0.0046248555609
409,15,23,23,15,23,23,0.010823258571,0.005671553336000001,0.0075054244410000005
410,19,25,25,19,23,23,0.0072224834330000005,0.006824992875000001,0.023263440185
411,17,23,25,19,25,23,0.0033837401155015195,0.014156337234,0.013917383156
412,17,21,21,17,21,25,0.011508490657,0.013323014001000002,0.014477526539999999
413,19,25,17,17,23,23,0.013517474076,0.022595856602,0.020393484905000002
414,19,21,21,17,23,25,0.012570412804,0.008656801046,0.0032066758883999994
415,17,25,23,17,23,23,0.012723116786999998,0.006813410622,0.0027235631922
416,15,25,23,19,25,23,0.006071785641,0.008142399811,0.013753796530000001
417,19,21,23,15,23,23,0.010762328423,0.009313130688000002,0.025454316507000002
418,15,25,17,19,23,21,0.007453609874,0.0037493200500999997,0.006308930546
419,15,25,23,15,21,25,0.01802279261,0.005695416205,0.010613265731999999
420,17,23,19,19,25,21,0.0038475987730000006,0.007309046189,0.019565071305
421,17,25,21,17,21,23,0.014365601536,0.008428046413,0.00865560967
422,17,25,23,17,21,23,0.01310113,0.022521639559999997,0.020964180773000003
423,17,23,15,19,25,25,0.00575639917,0.022165922432999998,0.015135293837999999
424,17,23,21,19,25,25,0.005490571418,0.006302836221,0.007516483210000001
425,17,25,15,19,25,25,0.006735334888999999,0.006256582231,0.007539907759
426,15,23,23,19,25,23,0.003437627908227848,0.004314246408,0.005220586362
427,17,25,25,17,21,23,0.011446173938,0.008800674539,0.008469481605
428,15,23,15,19,23,21,0.003975474875,0.021357825768,0.012856856935
429,15,25,15,19,23,21,0.007641232581,0.0016288401083333329,0.014716230731
430,17,21,23,17,23,21,0.003558510874,0.012440871112,0.0039135728232
431,19,25,17,17,23,21,0.013347635571,0.018782091085,0.01473662229
432,19,25,17,19,25,23,0.007319979555,0.008265024111999999,0.0013973055066350713
433,17,21,15,15,23,21,0.006837732967,0.006505618133,0.016535189760999998
434,17,21,19,19,21,25,0.0070866133089999995,0.010540941035,0.0055749768980000005
435,15,23,21,19,25,25,0.005039647566,0.014197588432,0.001305220708296943
436,19,23,21,15,25,23,0.012812846162,0.009984138499,0.006214690981
437,15,21,17,19,23,23,0.0031381008820512823,0.007357547774,0.014246790373
438,15,21,19,17,23,25,0.009513069851,0.0034756163200000004,0.013887167468
439,17,21,17,17,23,23,0.006136446841,0.010411224436000002,0.006652006247999999
440,19,23,19,17,23,25,0.011504135824,0.006516795827,0.005479972645
441,15,23,19,15,21,21,0.014257534694,0.005958855744,0.016010814267
442,15,23,17,15,23,23,0.012270772173,0.013138122235,0.008348543080999998
443,17,23,23,19,25,23,0.0034932678790000004,0.007812249202,0.012609079754
444,15,21,25,15,21,23,0.007882801347,0.021596577555999998,0.014878169694
445,19,21,23,19,21,21,0.0018793398906976745,0.008217588874,0.008483063841
446,17,21,21,17,21,23,0.00632268005,0.006974074717,0.0024434247922
447,15,23,17,15,21,25,0.016269668109999996,0.007090753253,0.018437688254000002
448,19,21,17,15,23,23,0.010951137572,0.004441099771999999,0.007884665765
449,17,21,23,17,25,21,0.003497669336,0.017625992982,0.007561246693
450,17,23,15,17,21,25,0.011278969157000001,0.0035997575739999997,0.006943476341
451,15,21,17,19,21,25,0.00630540059,0.012665193771000002,0.014185015339
452,19,25,23,19,25,21,0.007515652788000001,0.010914833569,0.0013910610513944224
453,15,21,21,17,25,23,0.004982849865000001,0.008517976427000001,0.008808161445
454,17,25,15,17,25,21,0.012438283061,0.009749854014,0.0079402814105
455,15,21,15,17,25,21,0.003994848453744494,0.0073202574929999995,0.007628279391999999
456,17,23,17,15,25,23,0.011525664674,0.0016412842666666668,0.026332638529999997
457,15,23,17,17,23,23,0.007092500032000001,0.017752631524,0.025405518048000002
458,15,23,15,19,21,25,0.006382554209,0.02197999415,0.013663749099
459,17,21,23,15,21,23,0.009869819238000002,0.0023862483785999995,0.009871152585000001
460,17,21,21,15,25,23,0.00926677368,0.003113083685,0.013994476502
461,15,21,17,19,23,21,0.0021010564678362576,0.015501525242999999,0.016698694484
462,19,23,25,15,25,21,0.012676070563,0.00287815455,0.022183785483000002
463,19,23,19,19,21,25,0.008314178005,0.008343255415000002,0.015303361841
464,19,23,17,15,21,23,0.013971689843,0.0038626382790000005,0.0038213116822
465,15,21,15,19,21,21,0.0021104399298245606,0.013280387759,0.005197806006
466,15,23,23,17,25,23,0.006016256682,0.006501983169000001,0.0089935305949
467,15,25,25,17,25,21,0.010671423685,0.010984790193999998,0.013653707634
468,15,23,17,17,25,21,0.007154001505,0.011807539247000001,0.013866603726000001
469,17,25,17,17,21,23,0.014844385994999999,0.003725059045,0.024191992931999997
470,19,21,17,15,25,21,0.006709237708,0.00698163343,0.0012962169654929577
471,15,23,15,17,23,25,0.009685378590999999,0.011278280015,0.004275566207200001
472,19,25,21,17,23,23,0.014838638844,0.0015603179674418606,0.014793504705
473,17,23,19,15,25,25,0.014865441691,0.010853330188,0.007516397593000001
474,17,25,15,19,21,25,0.007509691176000001,0.012308547449999999,0.013341998518000001
475,15,21,15,15,21,25,0.018157375228,0.006987731954000001,0.008748731913000001
476,15,21,15,19,25,25,0.00586053311,0.0016446680129213484,0.007264889878
477,19,23,17,17,25,25,0.009814485991000002,0.021065315816,0.014326572160999999
478,15,25,15,19,21,25,0.007554678696,0.005760177467,0.0059896571410000005
479,15,21,21,15,25,21,0.006364234209999999,0.011858614306999998,0.007543513408000001
480,19,25,23,17,23,21,0.014028131735000001,0.00528984357,0.006659669829000001
481,17,21,25,15,25,23,0.008484486441000002,0.003340611289,0.004346865953
482,17,25,25,17,23,25,0.010600423223,0.013367580516,0.0027670194192
483,17,25,17,19,21,21,0.008373827106,0.014928027681,0.007407469637
484,19,21,23,17,21,25,0.01254509022,0.008362730809000001,0.004310067461699999
485,19,25,21,19,21,21,0.009175856158,0.01595188844,0.016072852454
486,15,21,19,19,21,25,0.005704330111,0.012557761888,0.0042946985931
487,17,21,25,15,23,25,0.014332518963,0.006432324646,0.008156422845
488,15,25,15,15,21,25,0.02079328674,0.004702249179,0.006901149856999999
489,17,21,21,15,21,25,0.018232967080999998,0.020260130527,0.007040095691
490,17,25,21,15,21,23,0.022939951214,0.006559460120000001,0.016369747287000004
491,19,25,23,15,21,23,0.023235629609999996,0.007319859305999999,0.0070567736979999995
492,19,21,25,17,25,25,0.009540397438999999,0.002242936581,0.011861150669999999
493,17,23,15,17,25,25,0.009322388014999999,0.006855798601,0.003053837288
494,19,25,17,17,21,21,0.014569151615000001,0.0035254113949999997,0.006127918468000001
495,15,25,25,15,23,23,0.01728981473,0.010933764301,0.011404192148
496,15,23,15,17,21,21,0.008038142778000001,0.0031592925669,0.002920889721
497,19,23,17,17,21,23,0.008014797909,0.013712896946,0.015215317502000001
498,19,21,19,19,23,25,0.007765630982,0.023399009473,0.022625462598999998
499,17,23,23,19,25,21,0.003448386059585492,0.012962410951999999,0.0045571778589999995
500,17,23,23,15,23,25,0.014493739747999999,0.026569405548,0.006355720097
501,19,21,21,17,23,21,0.004195217513,0.01981317708,0.009809634344000001
502,17,25,25,17,25,25,0.010389146352,0.006408839645,0.022782441422
503,17,21,23,19,23,23,0.002895050724,0.004826724121,0.015399398919
504,15,21,17,17,21,21,0.004034149429,0.005950752263,0.0015251186068548387
505,15,21,15,19,25,21,0.0022404987021276595,0.019908580096,0.003876350772
506,19,25,19,15,21,23,0.024161749585999998,0.018209182421,0.022202428316
507,19,23,17,19,23,25,0.006707422736,0.016366591358999996,0.015717877646999997
508,17,23,15,19,21,21,0.004088122827,0.016657849994999998,0.006450896472
509,19,25,17,15,21,23,0.023542927520999995,0.008000603845,0.005143034864
510,17,21,17,17,25,25,0.010128919075,0.008056022840000001,0.00686722226
511,19,23,15,15,21,21,0.013343669069000001,0.005585387341000001,0.021522622175
512,19,25,23,15,25,25,0.01960466798,0.005308550402,0.007212558495
513,15,23,17,17,23,25,0.009720933449,0.021734068726000005,0.005181697949
514,19,21,21,17,21,23,0.007875333088,0.0077654420960000005,0.009662901769
515,15,23,17,19,21,21,0.004106580033000001,0.008355306998,0.014643132108
516,19,25,19,19,25,21,0.0077610754470000005,0.014624808353999999,0.007048225613
517,19,21,19,15,25,23,0.009896477403,0.002335584959,0.013336826242000001
518,19,23,15,19,25,21,0.003491299174107143,0.007277221071,0.008692526211000001
519,17,25,25,15,23,25,0.017673169120000002,0.013097175611000001,0.00274010966
520,17,25,25,19,25,21,0.006522572871,0.004130456428900001,0.004041180410599999
521,19,21,19,15,25,25,0.017662510774000002,0.008430360610000001,0.006072524733
522,19,23,25,17,23,23,0.006841693607,0.010549611871,0.006469504579000001
523,19,25,17,19,25,21,0.007427926636999999,0.006347874514,0.0030108389529
524,15,21,19,17,23,23,0.005482571693000001,0.007921047543,0.004175996065
525,17,21,19,15,23,21,0.007547610249,0.002996758215,0.0071800924249999995
526,15,23,15,19,21,21,0.004190873864,0.015478568143,0.0077889091639999995
527,15,23,25,17,25,25,0.007957975563,0.004185865714,0.0021768013149999995
528,15,25,21,15,21,25,0.01950667901,0.008038969248,0.008820699171
529,17,21,25,17,25,25,0.00859182621,0.003934090972,0.00381543957
530,17,21,21,15,21,23,0.010863632227,0.007405735733,0.005268141848000001
531,15,21,25,19,21,21,0.001968256412121212,0.0029155173100000003,0.007671129727000001
532,15,25,23,17,21,25,0.010812007144000001,0.012628343854000001,0.010605756867
533,17,23,17,17,25,25,0.009484483606,0.00744844856,0.0034398666765999997
534,15,23,15,17,25,25,0.009217504564,0.007184763456999999,0.006727313915
535,17,23,25,19,23,21,0.003373674222717149,0.019790626393,0.013170732744999998
536,15,25,19,19,23,21,0.007084335527000001,0.0031893283158000003,0.010233192904999999
537,15,21,25,17,21,25,0.008284851163999999,0.009007463782999998,0.005148227449
538,15,21,17,15,25,25,0.014571279282,0.013102323116,0.005537154448
539,17,25,23,15,25,21,0.020216453191999998,0.006702059002000001,0.014860017478000002
540,19,23,23,19,23,21,0.004079770737,0.007457858762000001,0.024628057992
541,15,23,17,17,25,23,0.006819068459999999,0.009131444076,0.009803278685999998
542,17,25,23,15,23,21,0.021311240214,0.0066225610580000005,0.009471303123
543,15,23,21,17,23,21,0.006944314962,0.015667807236,0.015431927278
544,15,21,15,15,21,23,0.010272203111,0.008079910208999999,0.006643103630000001
545,17,25,25,15,21,21,0.019661888486999998,0.003511212826,0.009081544486000001
546,19,21,23,19,23,25,0.006311868145,0.0039498929999999995,0.0061097201610000006
547,19,23,19,15,25,23,0.01240809359,0.0146990328,0.010275988182999999
548,15,25,19,19,25,21,0.006654695098000001,0.010438371534000002,0.023737662006999997
549,17,21,25,17,23,21,0.003363154818,0.003462344888,0.008276113441
550,15,21,19,17,25,25,0.008714795093,0.013736146311999998,0.010182834332999999
551,17,25,15,17,25,25,0.010957357453,0.003132821804,0.01340247031
552,15,25,25,19,25,25,0.005714963034,0.006774007354,0.016586905596999997
553,17,25,15,19,23,23,0.007468832712999999,0.013548084424999999,0.0033098039000000004
554,19,21,15,15,23,25,0.019663072259,0.007451110838,0.0031902255007000006
555,19,21,17,19,23,25,0.007547315854999999,0.007585582648,0.0026230864481999994
556,17,21,23,19,25,25,0.005049363901999999,0.002811765396,0.007819819179000001
557,19,25,17,17,21,23,0.014901275773,0.007206997111,0.005444176644
558,19,25,25,17,25,23,0.012615885173999999,0.011370868456000001,0.0081725183
559,19,23,25,17,25,23,0.006645803578,0.00605142096,0.01079583186
560,15,21,23,15,25,25,0.013127901817,0.0046297307996,0.005112260489000001
561,15,25,21,19,25,21,0.0062983117620000004,0.008273692743,0.0029877817011000002
562,17,23,19,15,25,23,0.011962178883,0.005185817867,0.008883990556
563,19,23,15,17,23,23,0.006660285507999999,0.005405098242,0.022425633009999998
564,15,23,21,19,25,23,0.003553116731800766,0.006047645361000001,0.018420984557000003
565,17,25,21,19,23,21,0.0075871156019999995,0.0072938838970000005,0.013223030717
566,17,23,23,17,23,21,0.007262239403,0.0016950818037433154,0.013121452514
567,19,21,15,17,21,21,0.003684539679,0.007036428127000001,0.007679859398
568,19,23,25,17,23,21,0.007312736316999999,0.003275118722,0.021425118195
569,17,21,15,19,25,21,0.0021335271748633877,0.0051340220290000006,0.007863287843
570,17,23,21,17,25,23,0.006796642751,0.0032045827369999997,0.014843087759
571,15,21,17,15,21,25,0.017946182177,0.012712997778999998,0.008162907943999998
572,19,21,19,15,21,23,0.013802452576000001,0.003930518074,0.007948682268000001
573,19,21,15,17,25,25,0.010445272506,0.012807353786,0.0036807972576
574,15,25,23,15,25,21,0.018409070625000003,0.010709249929,0.021777809429999996
575,17,21,25,15,25,21,0.0062301476710000005,0.018218942161,0.00249994915
576,15,21,23,17,23,21,0.0034040798030000002,0.009401692245,0.013554088352000001
577,17,25,19,17,25,21,0.012626570341000001,0.014154547830000001,0.00801150225
578,15,21,21,17,21,23,0.0055227451159999994,0.001690618336597938,0.018664960525
579,15,23,19,15,23,23,0.012118221109,0.011970200101999999,0.0037816869869000003
580,19,21,19,19,23,21,0.0020575307743902443,0.021579659969999998,0.004087180752
581,17,23,21,17,21,23,0.007686199404,0.021029787064000004,0.0032308560118
582,15,25,21,17,21,21,0.01297292161,0.01306867362,0.002863664611
583,17,21,25,15,23,23,0.008452199076,0.015741091332,0.014312015724
584,15,25,15,15,23,23,0.021757954322,0.019545782568,0.024084135795000003
585,15,25,19,17,23,23,0.012864255558,0.011351401542,0.0066905756925
586,17,21,21,19,25,21,0.0020065244678362576,0.020895767423000002,0.015611966054999999
587,15,25,15,19,21,23,0.00801990989,0.006734470254,0.022802795717000002
588,19,21,21,17,23,23,0.006717720891,0.009263347285,0.022798139114000002
589,17,23,23,17,21,23,0.0068840758470000004,0.018140902353999996,0.0036674820557
590,15,25,25,17,23,23,0.010378381067999999,0.004176014992,0.02454900632
591,17,21,25,17,23,23,0.005019911001,0.016838085712000003,0.006955317291
592,17,23,15,19,23,21,0.0038383027179999998,0.008370836389999999,0.007999665097
593,15,23,21,17,21,25,0.009573131217,0.0050582493099999995,0.012756083441
594,17,21,21,17,21,21,0.003947068093999999,0.0031862756449999997,0.0050516134269999995
595,19,23,25,15,23,23,0.012183785785,0.00257626429,0.012107973905999998
596,17,23,15,19,25,23,0.003843678313901345,0.005714409935,0.0013338498931914895
597,19,25,19,19,25,25,0.007250046390000001,0.016721921772999998,0.013993320124
598,19,21,19,17,23,21,0.004188355866,0.005498921234,0.006289069931000001
599,17,23,19,17,23,21,0.007958033978999999,0.0015387544516129031,0.013376027807
600,17,25,25,19,21,25,0.006156153092000001,0.005950071387,0.007235673107000001
601,17,25,23,17,25,23,0.011986984493000001,0.012321850582,0.009171752973
602,15,21,21,17,23,23,0.0052683925760000005,0.015311201303,0.018660697294000002
603,17,21,15,17,23,25,0.011167599404999999,0.0028633222428999998,0.006203289337
604,17,23,21,15,23,25,0.015519637882000002,0.01625680077,0.004038548744
605,15,23,19,15,25,25,0.01406612075,0.006440858875,0.02700509551
606,19,21,17,17,25,21,0.0037444087524509803,0.0031077497,0.0038887994465000002
607,17,21,21,17,25,21,0.003674792516,0.013357072712999999,0.00516252559
608,17,23,21,17,23,23,0.007243613377000001,0.0016823436403141366,0.003025391332
609,15,23,23,19,25,25,0.004897258803,0.021450916984,0.012527045908999999
610,15,25,17,15,21,23,0.023166683033,0.015389680846999999,0.0032874580895999998
611,17,25,15,15,23,21,0.020403013170999997,0.0017336724309917355,0.008219482899
612,19,23,19,15,21,23,0.014756241998,0.017671707986,0.00979511875
613,15,23,25,17,21,21,0.006122069035999999,0.011055611869,0.014504562187
614,17,25,21,15,21,21,0.023118415279,0.0037240065250000003,0.026019673876
615,17,21,25,19,23,25,0.005321845768,0.006891396875,0.014576274573999999
616,15,23,25,17,25,23,0.005762957883,0.007892619929999999,0.0026810231020000003
617,17,23,15,17,25,23,0.006594004951000001,0.012361476498999999,0.022581403657999998
618,17,25,19,15,23,23,0.022515043539000003,0.015630299412,0.005252924349000001
619,17,25,21,17,25,25,0.011595479019999999,0.010980418707,0.006428749356999999
620,17,21,21,19,23,21,0.0019582446428571426,0.004285128909,0.021959445998
621,19,23,19,17,25,21,0.007702008788000001,0.021577130610000002,0.015574075838
622,19,25,17,15,23,23,0.021815254318999996,0.009672558000999998,0.0028154279273
623,17,23,17,19,21,25,0.0070010190380000005,0.006829816512,0.014935159653
624,17,23,17,17,23,23,0.0073294366629999995,0.011097289161000001,0.021973317066
625,19,21,21,15,23,23,0.011257940445,0.003641468695,0.004579854753999999
626,19,23,23,19,21,23,0.003951232771000001,0.0030027943545999996,0.006203012762
627,17,21,21,19,25,23,0.0029410008997669,0.0014950444886792454,0.012834154561999999
628,17,25,23,19,23,23,0.007168298355,0.007639655995,0.0034195596617
629,19,23,21,17,25,25,0.010219122924,0.007583457665999999,0.012312944496
630,15,21,25,15,23,25,0.013006695835999999,0.015395850873000001,0.006480613059000001
631,19,21,25,15,25,23,0.009184293105,0.0036651731429999997,0.004976369808999999
632,15,23,21,17,25,25,0.008607664268999999,0.01385491567,0.0037706103482
633,17,21,23,15,21,21,0.0070481104800000005,0.010507561408,0.010725656168000001
634,15,25,23,19,23,25,0.006127154415,0.008454951442999998,0.012251376064999998
635,19,23,23,15,23,25,0.016896877754000002,0.004084427875,0.0037341751494000004
636,19,23,17,19,21,25,0.008026415761,0.015859141753999998,0.009010816664
637,15,25,25,19,21,23,0.005972706742000001,0.025518559370000003,0.007966104763
638,15,25,25,17,23,21,0.010794101666999999,0.007220371008999999,0.0039531371122
639,19,21,25,15,25,21,0.006807055869999999,0.003679690369,0.014725954003
640,17,25,15,17,23,23,0.012669809366999999,0.007573321334,0.007082998091
641,17,23,17,19,23,25,0.00630234882,0.007439912982,0.0045582840309999996
642,17,23,15,15,21,25,0.017701268039000004,0.0028977617952000005,0.013107981605
643,17,23,17,19,25,21,0.003925818105,0.013247057667,0.014489628533000001
644,15,25,17,15,25,25,0.01833272046,0.005102884682999999,0.006690031256
645,19,23,25,17,21,23,0.00699949443,0.014694745524,0.009688714557
646,15,21,17,17,23,23,0.005737963964,0.00791916496,0.006289151644000001
647,19,25,21,17,21,23,0.015641717761999997,0.0014810934929577464,0.008263957063
648,19,25,25,15,23,21,0.021265435878000002,0.007970593148000001,0.007167019845000001
649,17,23,25,19,23,25,0.005058154629000001,0.0023197156259999996,0.0032950521299
650,19,23,15,15,23,23,0.011303957589,0.020629994514000004,0.012501343614
651,19,21,15,15,23,23,0.010309538864,0.0035035942017,0.008313181523
652,19,25,21,15,23,25,0.021547515464,0.009521770752,0.007848241221
653,15,21,17,15,23,21,0.0071563650359999995,0.003247341119,0.007733170653000001
654,17,25,19,15,25,25,0.01907606802,0.008125340170999999,0.0013201891236051502
655,15,25,21,17,25,23,0.011306326694999999,0.024651664253,0.005897371757
656,17,21,25,15,25,25,0.01370602546,0.014713345873,0.011456470979
657,15,23,19,15,25,21,0.011999532892999997,0.01328908752,0.007371676410999999
658,19,25,23,15,25,21,0.021570702452,0.008021174686,0.022121066076
659,17,23,21,19,23,23,0.0037638867170000003,0.007586245082999999,0.008341583387
660,15,21,15,17,23,25,0.010338882170999998,0.0061234981590000005,0.011269440741999998
661,19,23,15,17,23,25,0.010621599636,0.0072566569269999995,0.001403389676635514
662,19,25,21,19,21,23,0.009205515189,0.016160474205,0.020138514336999997
663,15,23,23,15,23,25,0.01349306701,0.0075637439310000006,0.009720712623
664,19,21,25,15,25,25,0.015341136683999999,0.017788278887,0.008428414323
665,19,25,17,17,25,25,0.011350060302,0.012678227545999999,0.005796206826000001
666,15,25,17,19,25,23,0.0071251056879999995,0.005536310375999999,0.0039443440440000005
667,17,23,21,17,23,25,0.009984784682000002,0.016531331454,0.00750013476
668,17,23,17,17,23,21,0.007816198814,0.015205780539,0.006950641727
669,15,21,17,17,23,21,0.003905082187,0.024919864462999996,0.020788752529
670,19,23,17,17,23,23,0.007274892547,0.0039851935082,0.0037060202913
671,15,21,17,19,25,21,0.002159443311111111,0.003808212756,0.015289435351000002
672,17,25,21,15,25,21,0.02042150247,0.001572637081779661,0.0037356980527
673,19,23,17,15,21,21,0.014935824543000001,0.012066281835000001,0.014505581848
674,17,23,21,19,23,25,0.005902026702000001,0.006565444649,0.013647605813
675,15,21,21,19,23,21,0.001982723242774567,0.0016148762970833337,0.008078591494999999
676,19,23,19,19,25,23,0.003988145737,0.013201735085,0.008420674355000001
677,15,21,19,17,21,21,0.003828081034,0.0040003952019,0.008017324642
678,17,21,23,17,23,23,0.005453700831000001,0.013262884046,0.022512836533
679,19,25,15,19,23,21,0.007282072164000001,0.012680445839,0.0070591290820000005
680,17,23,17,15,21,25,0.01809744857,0.0035671426379999998,0.0085043781305
681,15,25,19,17,23,21,0.012625523486999999,0.0067839010130000005,0.0020088265330999995
682,19,25,21,19,23,21,0.00841654131,0.0040926804474,0.013525519807999998
683,15,23,19,19,23,23,0.003703015678,0.015494493469,0.013460735377999999
684,19,21,25,15,23,23,0.009763416818,0.0068609649319999995,0.0022910642166999997
685,17,25,23,15,23,23,0.021180160006000003,0.022156764902,0.005688501272
686,19,23,21,19,25,21,0.004039997621,0.0038019934820000003,0.004294279749599999
687,19,21,19,17,21,25,0.015554531576999998,0.0072966156059999995,0.013352214070999999
688,15,21,19,15,21,21,0.007509446732000001,0.009801601289000001,0.006888990183000001
689,19,21,21,17,21,21,0.004493157628,0.0014920129600823047,0.00886271404
690,17,21,21,15,25,25,0.015506508527999998,0.011941218233000001,0.006283276344000001
691,19,25,19,19,21,21,0.009128666131,0.007527312351,0.006437181622
692,19,21,21,15,25,25,0.017567279301,0.0027410523320000003,0.0037882520750999998
693,15,25,21,17,21,25,0.011759761768,0.002707804531,0.0026249211835
694,17,21,15,17,21,21,0.0038886999829999993,0.00888067799,0.0034822357273
695,15,21,23,17,21,21,0.003381371695,0.005902012884,0.0013877238923076924
696,17,23,25,17,23,25,0.008554504385000002,0.0015285545173387097,0.012678545885999998
697,17,25,17,17,23,21,0.013403230344,0.014191246414,0.0014042161518248175
698,19,21,21,19,23,23,0.003473318461,0.0037854229889999996,0.017564299473999997
699,15,23,19,19,21,25,0.005905425014,0.008246235658,0.0063545168299999994
700,19,25,21,15,21,23,0.024350991723,0.022502169341999997,0.011974400992
701,19,23,17,15,25,21,0.012333792362,0.01328251438,0.01567570933
702,15,23,17,19,23,21,0.0038825144950000003,0.01372892345,0.004447651957
703,17,23,15,19,21,23,0.003937454076,0.0039941238460999996,0.007151366161
704,17,23,21,15,25,25,0.014620656901,0.013525700947,0.00775112397
705,19,23,25,15,21,21,0.013214829210999998,0.007819561894,0.016887035085
706,15,21,21,15,21,25,0.015800950358999998,0.008502099818,0.005830564664999999
707,19,25,17,15,21,21,0.022952285637,0.00779578754,0.007585000026999999
708,19,25,17,17,23,25,0.012624512765,0.001459444850925926,0.006844247451
709,17,25,19,19,23,25,0.007448474008000001,0.003507039293,0.012530460328
710,17,23,15,17,25,21,0.007023506701000001,0.023172768378,0.014554824810999999
711,17,25,17,19,25,23,0.007411517867000001,0.005985881312,0.011474638355
712,17,25,21,17,23,23,0.013701664251,0.008744623128,0.0062475641509999996
713,15,25,21,17,23,21,0.012277304562,0.007805614455,0.0013892552047619045
714,19,25,15,19,21,25,0.007410902281999999,0.002708936421,0.009098174375999999
715,15,21,25,15,25,25,0.012417664581999999,0.014213653745,0.011182942690000001
716,17,23,17,17,23,25,0.010303263443,0.004132747912,0.010482494531
717,19,21,17,19,25,23,0.0032781439913544667,0.024031073354,0.0014990259853535348
718,15,25,19,17,21,25,0.012660281005,0.006396675504,0.02160637371
719,17,21,25,19,23,23,0.002881617984615385,0.010439249498,0.007812212498
720,15,25,15,17,23,23,0.012884792919999999,0.006894777550000001,0.0026241860391
721,19,25,15,17,21,25,0.012841300546999999,0.003748725889,0.005310811762
722,17,25,25,19,23,25,0.006130060423,0.015825541455,0.0032838109925000004
723,17,25,19,17,25,23,0.012731216427,0.013645120681999998,0.008634979223999998
724,17,25,21,19,23,23,0.007691442681,0.025240118332,0.008057265144
725,19,25,19,15,21,21,0.023987189414,0.004126743403,0.006160801935000001
726,17,25,21,19,21,23,0.008190390542,0.012678345682,0.005376976911
727,17,21,15,19,21,25,0.007664925189,0.022393147681,0.009543262761
728,17,23,15,15,25,21,0.011918452355,0.007062310162999999,0.0036443770595
729,15,23,17,19,23,25,0.005855530091,0.005823873365999999,0.010797646256
730,17,25,25,19,25,25,0.0060552236179999995,0.013390974738000001,0.007064298930999999
731,19,25,21,17,21,21,0.015405747993,0.015575858797999999,0.006975655907
732,17,21,23,19,25,23,0.0028735504987341775,0.013537620279999999,0.016016849706
733,15,21,17,17,25,23,0.005472906157,0.008198867696000001,0.006263330484000001
734,17,25,19,17,21,25,0.013738374610000001,0.02294434748,0.0013208704021551723
