,x1,y1,x2,y2,x3,y3,mean Cd 200,mean Cd 400,mean Cd 600
83,17,21,17,17,23,21,0.003993561724,0.006051177725000001,0.007059934223000001
84,15,21,25,19,23,23,0.002895789026022305,0.021624331445000002,0.011522259406
85,17,25,21,19,23,25,0.007190125052000001,0.014713952328000001,0.0013915024722222222
86,19,25,25,15,21,21,0.021123510863,0.014696588718,0.0040679574402
87,17,25,25,15,25,25,0.016906329419999998,0.0014572822252173912,0.007367113946
88,15,23,17,15,25,21,0.01225066697,0.014060093453,0.010975011622
89,19,23,17,15,23,21,0.013346848912000001,0.014403557256,0.0027823965615999995
90,17,23,25,19,25,25,0.005056212586,0.016236603487,0.005675393915000001
91,15,23,23,17,23,23,0.00616734826,0.011892239973,0.0049819776
92,15,23,21,15,25,25,0.013697171419999998,0.0074416258240000005,0.022642628105
93,17,25,15,15,25,25,0.017634295910000004,0.021072686194,0.015080369347
94,19,25,23,17,21,23,0.014509915100000001,0.013915809377,0.010649701938
95,15,25,17,17,23,23,0.013161000898000002,0.007274455377,0.019138053563999998
96,19,25,17,19,23,23,0.007800994664,0.004606110468000001,0.013527377408
97,19,23,25,17,25,25,0.009203468825,0.005415562729999999,0.006565538060999999
98,19,21,23,19,21,25,0.006799309571,0.008758940645,0.013210899933
99,17,25,25,15,21,23,0.019528911178,0.006372123366000001,0.023824667990999998
100,15,23,21,15,25,23,0.010958658540000001,0.00669605861,0.004173320685999999
101,17,25,23,15,21,25,0.01992261448,0.006235447379,0.009574422005
102,15,23,17,15,21,21,0.014519092548,0.005364382157999999,0.012114104485
103,19,21,21,19,25,25,0.006250799658,0.008409036968000001,0.011606562328999998
104,19,21,17,19,21,23,0.004180236596000001,0.003343828611,0.0015183909895734595
105,17,25,21,15,23,23,0.022294278008,0.005810803994,0.0025533236022
106,15,25,21,19,23,23,0.00678249582,0.002822971236,0.007506338594
107,15,23,23,19,23,25,0.005088359803999999,0.005370171085000001,0.014729771361000002
108,19,21,17,15,21,25,0.023994721679000002,0.006239308395,0.005178019364
109,15,25,23,19,21,23,0.006497092848999999,0.017907908386999998,0.003135592549
110,19,21,21,15,23,21,0.008144241455,0.021106279025,0.007683192836
111,15,25,15,17,21,23,0.014130495553,0.0026023168910000003,0.001506600770305677
112,15,23,21,17,25,21,0.006452664726,0.00871378835,0.024201172413000002
113,15,23,23,15,21,25,0.013593638136,0.006319390427,0.008774275621
114,17,21,15,17,25,23,0.005549805546,0.016210990319,0.0038839707575000003
115,17,21,17,19,23,25,0.006854296243,0.014757733432,0.007797055619
116,17,21,15,19,23,25,0.0067142909769999995,0.007585551647,0.013431452952000001
117,15,25,25,19,23,25,0.005699895846,0.003035527368,0.0036280583108000003
118,15,21,25,19,23,21,0.002015931774390244,0.011101316439,0.013296647652
119,19,23,15,19,25,25,0.005833050164,0.01311022083,0.013311091243
120,17,25,23,15,25,23,0.019920865198999996,0.0070423914810000005,0.0031195846969000003
121,15,21,19,17,25,23,0.005203322525000001,0.024658013021,0.003556907856
122,17,25,25,17,25,21,0.011453129036,0.014831005856,0.02410695272
123,17,21,21,15,23,23,0.010001819722,0.007776713149999999,0.0038255252189000003
124,17,23,23,19,21,21,0.0036219830630000002,0.012630635047,0.014893299977
125,19,21,19,15,21,21,0.008753149981,0.008534372149000002,0.00686833748
126,15,21,23,17,21,23,0.005069295258,0.014044927189999999,0.005489710497
127,19,21,17,15,21,23,0.013524081777,0.019316811895,0.004605424574000001
128,15,23,15,17,25,23,0.006829717409,0.0076630665909999994,0.006093403878
129,17,21,25,17,23,25,0.008999406319,0.018130672766,0.0015300855231111113
130,19,23,19,15,23,25,0.017839080381,0.008844956182000001,0.004097283088599999
131,15,25,23,17,21,21,0.011895354946,0.0014774069927536236,0.011040664044999999
132,15,25,17,15,21,25,0.02110756242,0.011315767844,0.015079868033
133,19,25,25,19,25,21,0.0072356019570000004,0.006546254927,0.012619889798000002
134,17,21,23,19,23,25,0.005516351283999999,0.025176343267,0.005978243731
135,19,25,21,19,25,23,0.007791325129,0.016915037877,0.011517318891
136,19,25,25,19,25,23,0.0071389984899999995,0.022492442318000003,0.013291302538999999
137,15,23,17,19,25,21,0.0037732435898876404,0.008855378461000001,0.014383346254999999
138,15,21,15,17,21,21,0.004046852679,0.007156516881,0.004956977192
139,19,25,23,19,21,23,0.008302543283,0.011630510713,0.009249465175
140,17,21,21,19,23,23,0.002967870056,0.012693636450999999,0.00767600282
141,15,21,21,17,23,21,0.003519333836,0.009055268429000002,0.008894591557
142,15,21,19,19,23,23,0.0029514891308139537,0.023571456795000004,0.013097215871000002
143,17,25,17,15,21,25,0.021786294894,0.007214214605000001,0.018373125229000004
144,19,25,15,17,23,21,0.012503696538999999,0.014758728964,0.0015035637753846149
145,17,23,25,17,23,21,0.006565826986,0.007024689997,0.023581438694
146,15,21,15,19,23,21,0.0021738977431693986,0.010381314395,0.008028864062
147,15,25,25,19,23,21,0.00613502468,0.009790849869999998,0.008699798977
148,17,21,21,19,21,25,0.006308979303,0.010679545751999999,0.008863355382
149,19,23,23,15,25,25,0.01535168213,0.008533657157,0.0015905896964
150,17,25,19,19,25,21,0.007310456051,0.005661836210000001,0.003682288067
151,19,21,19,17,25,23,0.00606412533,0.013486159451,0.007029909903
152,17,21,21,17,23,25,0.010455285714999998,0.0046785583143,0.007344152696
153,19,25,19,15,25,23,0.021646705845,0.00623848154,0.014386266266
154,15,25,15,17,21,25,0.012946605625,0.005293528527,0.012622780741
155,15,21,19,15,21,25,0.016690981223,0.010885083343,0.014197238760000001
156,17,23,23,17,23,25,0.009319415594000001,0.005885534081999999,0.011231807391
157,19,23,25,17,21,21,0.007434639714999999,0.007978646742,0.015606073848
158,15,21,15,19,23,25,0.006256341882999999,0.011982248237,0.015477422926
159,17,23,21,19,25,21,0.003622230166924266,0.005138211004,0.0073557516780000005
160,17,23,15,19,23,25,0.006157319495999999,0.023267546043,0.007389190813000001
161,19,21,15,19,21,25,0.008598126102,0.006249161927000001,0.0138651122
162,15,25,17,19,21,25,0.007579308549,0.01252664777,0.021802119346
163,17,21,19,19,25,25,0.005652921493999999,0.004061457707999999,0.008288527515
164,15,21,15,15,25,21,0.006805877457,0.00224289814,0.009122002078000001
165,15,23,25,19,25,21,0.0032772963934426225,0.006758916243,0.022034907419
166,19,23,15,15,25,21,0.011288685351,0.02332588445,0.008245905242
167,19,23,15,17,21,21,0.007641267665,0.008504760376,0.007714182579
168,17,21,25,19,25,25,0.005083897201,0.005901855887,0.0031827708733
169,15,21,19,15,21,23,0.010113989308,0.005673292260000001,0.008305843505999999
170,19,25,15,19,25,25,0.00648850369,0.012771533459000001,0.0092600726797
171,19,25,21,17,23,21,0.014521164865,0.013815916382,0.014491656179
172,17,23,21,15,21,25,0.016737496823,0.0121531257,0.004312441077
173,15,23,25,15,25,23,0.009815131555999999,0.003625785183,0.007258456877
174,17,21,23,19,21,25,0.005871511497,0.021050314944,0.009389383303999998
175,15,25,23,15,23,23,0.01874813637,0.007043999388,0.025691078468
176,19,23,25,19,21,25,0.006107555055000001,0.007524400977999999,0.022557840783
177,17,25,17,19,23,25,0.007374867635999999,0.014833421085,0.008072428662
178,15,23,25,19,23,23,0.0033460730033898303,0.003398241912,0.024173723464
179,15,25,25,19,25,23,0.005787159691,0.007392563713999999,0.007164598104
180,19,23,19,17,21,23,0.008660749928,0.0071797622689999995,0.007772794769
181,17,23,25,15,25,25,0.01330314806,0.007541348267,0.006345990674
182,19,25,23,15,25,23,0.02185020168,0.014231646432999998,0.00741704779
183,17,25,17,15,21,21,0.022872595639,0.012521926563000002,0.012504079977
184,17,25,19,17,23,21,0.013508931552,0.021706563307,0.0036856574147
185,17,25,15,19,25,21,0.007227237006,0.011825935576999999,0.010056566392000001
186,15,21,21,17,23,25,0.009003444664,0.006784226173,0.005794328184000001
187,15,23,17,15,21,23,0.013354233109,0.012966088416,0.019618732989
188,17,21,17,17,25,23,0.005702349319,0.01285046068,0.008211669816
189,17,21,23,17,21,23,0.005677154566000001,0.013795612844,0.013294344014
190,17,25,17,19,25,25,0.007007944478000001,0.004645829949,0.007359160304
191,19,21,19,17,23,23,0.006795481365999999,0.025111317991,0.0049013024999999995
192,19,21,21,15,25,21,0.007416846318,0.009902830268999999,0.0028888760307999996
193,15,25,23,17,25,25,0.010185653844000001,0.00783806165,0.02565488043
194,17,21,15,15,21,25,0.020292884706999997,0.006785742876,0.004264113805999999
195,15,23,23,19,21,25,0.005130403863,0.0043253832279,0.0028220697023000002
196,15,23,17,19,21,23,0.004042716316,0.0030787651179999998,0.0012892925502183403
197,19,23,21,15,23,25,0.017481725542,0.008001987355,0.0021424390009999995
198,19,21,25,15,23,21,0.006997778169,0.005328249080999999,0.015506689149999999
199,17,25,15,17,21,23,0.013914647012999999,0.007853150846,0.012960985932000001
200,17,25,15,19,21,23,0.007970322722,0.013016908362,0.0042276738077
201,19,25,25,15,23,23,0.021272776761999998,0.020072925723000002,0.006848085704000001
202,17,25,23,17,25,25,0.011034235082999999,0.004331236205499999,0.011855217029999999
203,19,21,25,19,25,25,0.00547110991,0.011301139275,0.02169818925
204,17,21,25,15,21,23,0.00879863387,0.012791799765,0.005026727097
205,15,23,15,15,25,23,0.011204424036,0.013503372469999999,0.009519809572
206,17,23,21,15,23,23,0.012658157435,0.013367749895,0.0036617951125
207,15,23,15,15,21,23,0.013105585170000001,0.0050246529980000005,0.023328038557
208,17,23,17,17,25,23,0.006915909823,0.007261839511000001,0.0072618937169999995
209,15,23,25,17,25,21,0.005928228273,0.009490313478000001,0.008550673674999999
210,19,21,23,17,21,23,0.006987963757999999,0.011753647395,0.006956448879
211,17,21,19,15,21,21,0.008265324043,0.021894954243,0.0063213920359999985
212,17,21,21,19,23,25,0.0056965587440000005,0.006368268479,0.0077996919980000004
213,17,21,25,17,21,23,0.005103562623,0.008007811904,0.014547171458000002
214,15,21,21,17,21,25,0.009749681852,0.005354005411,0.003900621958
215,19,25,19,17,21,21,0.015493885802999999,0.013379322211,0.0115386181
216,15,23,23,15,25,21,0.011247729133,0.01208747571,0.025128469746999997
217,15,21,17,17,25,21,0.003930713301526717,0.011975570801,0.006549419800000001
218,15,21,25,15,25,23,0.008002510095000002,0.008659497043,0.00782075439
219,19,23,21,17,25,23,0.007359114858,0.0071907887779999995,0.014317647727999998
220,19,25,15,15,23,23,0.020039169239999998,0.006026413758,0.014538781252
221,15,21,19,19,25,21,0.002067602977272727,0.0073617557980000005,0.0014094489158139529
222,15,23,25,15,23,23,0.010041004916,0.008867303709,0.023849601938
223,17,21,19,17,25,21,0.003868504014,0.014808961717,0.005955290345
224,15,23,15,19,25,23,0.004038585169724771,0.005885730525,0.015794893832
225,17,23,17,15,23,23,0.012684307473,0.014230636462,0.008084483047000001
226,19,21,17,19,25,21,0.0020511335439560435,0.016227318802,0.0066757213279999995
227,15,25,15,15,21,21,0.022106443534,0.014300217751000002,0.003691749918
228,15,23,17,19,21,25,0.0062568806279999995,0.011719580843000002,0.006500791309000001
229,17,21,25,17,25,21,0.0033857590539999997,0.017895768568,0.007149526399299999
230,19,21,23,15,21,21,0.008027690035000002,0.015104032766,0.013888030999
231,19,23,17,19,25,23,0.003778562801818182,0.001494697167605634,0.015660269871000002
232,19,21,15,17,21,25,0.015100142385,0.013343559716999999,0.014309831541999999
233,15,21,17,17,21,23,0.006136665141,0.022732865994999997,0.009499016989
234,17,23,25,15,21,25,0.014286868518999999,0.004128264969,0.015039946164
235,15,23,23,17,21,23,0.006209925555,0.0027984586766,0.006465339883
236,19,21,19,19,23,23,0.003640365423,0.001676175512,0.003649032321
237,15,23,19,19,23,21,0.003645067239892184,0.007886874628,0.0013233730646288208
238,15,25,15,15,25,25,0.01804881931,0.013235556342,0.0039674265149
239,19,23,23,17,23,25,0.010831865163,0.004366159228,0.0037498776004
240,17,21,15,15,23,23,0.00974487418,0.008018727326000001,0.0025603003599999996
241,15,25,15,15,25,23,0.02028709711,0.008859306934,0.014574954143
242,15,23,19,19,25,21,0.0035541094258064515,0.015975511803,0.025489137887
243,15,25,15,17,25,23,0.012136047492999999,0.013852945495,0.017887908035000004
244,17,23,25,17,21,23,0.006248612269,0.00632183706,0.01141293823
245,19,23,23,19,21,21,0.004165834458999999,0.003603397075,0.007653961033
246,15,25,17,17,21,25,0.013077314702000001,0.005046781752999999,0.010694104051
247,15,21,15,17,21,23,0.006245141821,0.007731360038,0.007860183639
248,19,21,25,17,21,23,0.006071049454,0.011618959999,0.0020301544661
249,15,23,15,15,25,25,0.01400341844,0.011869311303,0.014185486013000001
250,19,21,21,17,25,21,0.003961826527,0.0022280656059999997,0.0024060419797
251,17,21,19,15,21,25,0.019725260183,0.003764675902,0.018745072376
252,19,25,15,15,21,23,0.021940081299,0.005732678896,0.011335447627
253,15,23,25,15,25,21,0.010587049994,0.0052975972929999995,0.013137876847
254,19,25,21,19,21,25,0.008611428790000002,0.0029658431815,0.025692991894
255,15,23,19,17,25,25,0.008953799246999999,0.0038138031549999995,0.008380541732
256,19,21,17,15,23,21,0.00720296066,0.006898281559,0.012671193959
257,15,25,23,15,25,23,0.017810635140000003,0.00748939057,0.013462098304000001
258,19,23,21,15,21,23,0.014857163577,0.012256335455000001,0.0084329890082
259,17,23,23,17,23,23,0.006718950935999999,0.0053922225189999996,0.010075740319000001
260,17,23,21,19,23,21,0.003806372155,0.006133281031,0.026119737068
261,17,21,23,15,23,21,0.00690342555,0.006464684769,0.018137055808999998
262,15,25,25,15,25,25,0.01563246358,0.009207269527,0.012266236602
263,19,23,17,15,23,25,0.017530657533,0.021698914011,0.007786687224
264,15,23,15,19,23,25,0.005990106555,0.009192697436,0.0013180872645833332
265,17,23,23,15,21,21,0.013339598275,0.008922422453,0.007545398323000001
266,17,23,17,17,21,25,0.011632683803000001,0.003313057032,0.013669719316
267,15,23,17,17,21,25,0.01044004696,0.007535386532,0.007559373947
268,17,23,23,17,25,25,0.008953773549999999,0.016184329216,0.006732079234
269,19,21,25,15,21,21,0.007127457454,0.015143075840000002,0.012023398792
270,17,25,17,15,25,23,0.020448129531,0.011074763224000002,0.012339414973
271,19,23,21,19,21,23,0.004456548238,0.0015045895674757283,0.011748273558
272,17,25,25,15,23,23,0.019262289224,0.016014402226,0.007945094815000001
273,15,25,19,19,23,23,0.007150283002,0.01588615991,0.005224502336
274,15,23,17,19,23,23,0.003918226807,0.002746419619,0.013901612019000002
275,15,21,23,17,23,25,0.00866192642,0.005358344916,0.004853130775000001
276,15,21,19,15,23,23,0.009423290892,0.0053238518969999996,0.005504248937
277,15,21,17,15,21,21,0.007695936086,0.014935136942,0.011697956479
278,19,23,19,19,23,21,0.0043891923360000005,0.023624437421,0.008061147485
279,19,25,21,19,23,23,0.00861898979,0.007355438484,0.015222384264
280,17,21,17,19,25,25,0.006212522317,0.020405176925000004,0.007964014607
281,15,21,19,19,25,23,0.0029763820628571436,0.012839807125,0.017667584572
282,15,21,15,15,21,21,0.007524146428,0.007021482388,0.009389368929
283,15,25,21,17,23,25,0.011214368891,0.020589524054,0.013525335127
284,19,21,17,17,21,21,0.004161360019,0.010045925911,0.008531227435
285,17,23,17,15,23,21,0.013805270246,0.014816321368,0.0070891003195
286,19,23,25,15,23,21,0.01305756852,0.012981871127000002,0.0072281354909999995
287,17,25,21,17,21,25,0.013136318922,0.018413336736,0.008754344549
288,19,21,19,19,21,23,0.004372873321,0.003224315503,0.005343294776
289,15,21,25,19,21,25,0.0051211177670000005,0.009688858661,0.016049018433999997
290,15,23,15,19,25,25,0.005742435077999999,0.018474021217999997,0.005096730102
291,15,21,19,19,23,21,0.002008481409356725,0.008895177290999999,0.0022929642425
292,15,23,21,15,23,21,0.012610730308,0.007257956122,0.015192615597
293,19,25,23,19,25,25,0.007115376624999999,0.007658415106,0.026566697329
294,17,25,25,19,25,23,0.006313338089,0.006415698422,0.013439169664
295,17,23,21,15,21,23,0.013553008469,0.019430268346,0.0067334562459999995
296,17,25,19,19,21,21,0.008502989762,0.006781836368,0.0037027439634999995
297,15,21,25,17,23,25,0.008180691705000001,0.0035124313340000003,0.013587924567000002
298,17,21,23,17,21,25,0.01043123701,0.009846086421000001,0.0038474378511000004
299,15,23,25,17,21,23,0.0057907931929999995,0.00723839001,0.018059186324000002
300,19,23,23,19,25,25,0.005838338351,0.005599945694,0.005988777246
301,17,23,25,17,25,21,0.006458285535,0.0016575075240437157,0.015344102840999997
302,19,23,15,19,23,25,0.0064030960120000004,0.003899743611,0.0033343013503
303,15,23,25,17,23,21,0.0060514231919999995,0.007169953251999999,0.020616474139
304,19,23,19,17,23,21,0.008325277689,0.00599799357,0.009244047348999999
305,19,23,25,17,21,25,0.010769375125,0.023021696937000003,0.0027258071358000004
306,17,25,15,15,23,25,0.01940530543,0.007493435463,0.015820698444
307,17,21,17,15,23,25,0.017866031621999998,0.023372549327999998,0.007443337358
308,15,23,21,15,23,23,0.011560805403,0.010003101882,0.007097743796
309,19,21,21,17,25,23,0.0060367742880000005,0.009612274107000001,0.009674751547
310,19,21,23,19,25,25,0.005662528371000001,0.0073740481500000005,0.016224914572
311,15,23,19,19,25,25,0.005283620545,0.013698106178,0.0033359182421
312,15,21,15,17,23,23,0.005811476218999999,0.011362186948000001,0.012586400012
313,17,21,15,19,21,21,0.0019892416781609194,0.003708230987,0.005884109699
314,17,21,21,19,21,23,0.0031820032429999996,0.013235461764,0.007309875352000001
315,19,25,15,17,25,25,0.01068591163,0.007629384325,0.015122354412
316,17,23,25,15,23,25,0.013550587248999999,0.0016684634218905475,0.012989418106
317,17,23,17,19,23,23,0.004018422572,0.006006088672,0.0037289772104
318,15,25,25,15,23,25,0.016125111619999997,0.013585600575,0.00932654937
319,17,25,23,19,21,21,0.007391406817,0.011032660797,0.018561895269
320,19,25,21,17,25,21,0.013347698064,0.016185578717,0.004997583993999999
321,19,23,21,19,23,21,0.004367675335999999,0.0015529103442211056,0.008391850936
322,17,21,19,17,21,25,0.01270321771,0.002904304465,0.014980959448
323,15,23,15,15,21,25,0.016444575231000003,0.013902487624,0.0027417460096000002
324,17,23,19,17,21,21,0.008788819359999998,0.016998560122,0.005126974471999999
325,15,21,25,17,21,23,0.004719507944,0.002836798111,0.005726250671000001
326,17,25,17,15,25,21,0.02019860947,0.010751095467999999,0.020800147928999996
327,19,25,25,17,23,23,0.012865512504,0.008164224128,0.014732308477
328,17,23,25,19,21,25,0.005160988384,0.018609660830999998,0.004078269541599999
329,17,21,17,15,25,25,0.016021771591,0.009638352683,0.0012764087926829264
330,19,23,23,17,21,21,0.008355315766,0.004658928263,0.0021920812836
331,17,23,15,15,25,25,0.014187223967,0.0027545963779999996,0.0037814965954
332,17,25,15,15,25,21,0.019564817683000002,0.016206330143999997,0.0053879833690000005
333,15,25,21,19,25,25,0.00625655369,0.00997661692,0.004441744288
334,15,25,21,19,21,25,0.00674852687,0.008781430321,0.015490147106
335,19,23,23,15,25,23,0.012470190041000001,0.025028064616,0.011666073928
336,17,21,15,17,21,23,0.006670776939,0.017978434661000003,0.006568230511999999
337,19,21,23,19,21,23,0.003445739771,0.002569692237,0.022020327271000003
338,19,25,23,17,21,25,0.013755105979,0.020194092379,0.007130273369
339,17,21,19,19,21,21,0.002004866790384616,0.007179543133,0.008906274857
340,19,23,17,19,23,23,0.003893635712,0.004583718641,0.017284687102
341,19,21,15,15,21,23,0.012858919971,0.0014981119776190475,0.006312193344999999
342,17,23,15,15,25,23,0.010844321887,0.0039128732084,0.0029208756678
343,17,23,15,17,23,23,0.006887220094,0.0014820928711538463,0.016301748174
344,19,25,23,15,23,25,0.020922220332000002,0.021842758502,0.022879915276
345,17,23,21,17,25,21,0.007095373435,0.008737264017000002,0.008097582769
346,19,23,21,19,25,23,0.003967641032000001,0.014248599329000002,0.0062545729
347,17,21,19,19,23,23,0.0031902801710000004,0.014571456734,0.005335998683
348,17,25,25,19,23,21,0.006641449132,0.020844573411,0.004345817769
349,15,25,17,17,25,21,0.012335279115999999,0.012844966866,0.007454326785
350,15,21,17,15,25,23,0.008950140968,0.006780085785,0.013132763746
351,17,25,15,19,23,21,0.007573325364000001,0.013982459378999999,0.0029990480836
352,15,25,25,17,21,23,0.010478019705000001,0.0039656683149000005,0.012140078024
353,15,25,19,15,21,21,0.022564802203,0.012680282559000002,0.011109370426
354,17,21,25,15,21,25,0.015498731812999999,0.0043319228915,0.006499211202
355,19,23,15,17,21,23,0.007270364211,0.011861679895000001,0.0034185093108
356,19,23,17,17,25,23,0.006781615997,0.007439687986,0.007643333944
357,19,23,25,19,23,21,0.003611216903,0.002981048487,0.003242723707
358,19,25,15,17,23,23,0.012165997905000002,0.013504601252,0.014570638307
359,17,25,15,17,21,21,0.013673489312000001,0.013534549017,0.016486678196
360,19,25,21,15,21,25,0.02303354287,0.007979949174,0.009732818318
361,19,25,23,15,23,21,0.022421602307,0.004019864325,0.023817018237
362,15,21,19,19,25,25,0.004851920272,0.006335710064,0.0069753511540000005
363,19,21,21,15,23,25,0.019587672634,0.008944729553,0.01411515532
364,19,21,17,19,23,21,0.00198638088372093,0.0015720402349999997,0.0061861622918
365,17,25,19,17,21,21,0.014767832539,0.0015672991000000001,0.019008802196
366,19,25,15,19,21,23,0.007770888685999999,0.007711581954,0.005508894487
367,17,21,23,19,21,23,0.002957651766,0.012107538396,0.0027574714299999996
368,19,23,17,15,21,25,0.02113733645,0.007847882151000001,0.0024464831275999997
