u	angle	cd	cl
46.0	15.0	0.08397357188400001	0.20045992316
46.5	0.0	0.0090176256685	0.00072233709847
46.5	0.5	0.009011274587600001	0.06877279271
46.5	1.0	0.008723692740600001	0.09437219344900001
46.5	1.5	0.0088582265281	0.13846321377
46.5	2.0	0.0090370064324	0.18812537647
46.5	2.5	0.0088862700211	0.24046929135
46.5	3.0	0.009522879884200001	0.29930802423
46.5	3.5	0.009411600469	0.36447361585
46.5	4.0	0.0096239834181	0.41772544486999996
46.5	4.5	0.009842709736700001	0.46637205779
46.5	5.0	0.010105390428	0.5255694880399999
46.5	5.5	0.010426885963	0.57395192402
46.5	6.0	0.011172223299	0.60637522581
46.5	6.5	0.011434485914	0.66290112484
46.5	7.0	0.011947053965000001	0.7178104641799999
46.5	7.5	0.012102567043000001	0.78713809881
46.5	8.0	0.013712425803	0.79411182233
46.5	8.5	0.015858445356	0.82844563424
46.5	9.0	0.015202230996	0.8962210977299999
46.5	9.5	0.018200239854999998	0.90921317764
46.5	10.0	0.018836317567	0.9747353519299999
46.5	10.5	0.020144057897000002	1.0063274946
46.5	11.0	0.023892354644	1.0235907554
46.5	11.5	-1.2011375869000001e+95	-1.0843723951e+96
46.5	12.0	0.03282256865	1.0682353843999999
46.5	12.5	0.06714234904199999	0.9358486291600001
46.5	13.0	0.033822437062	1.182054007
46.5	13.5	0.27343873261999996	1.0778846677
46.5	14.0	0.11191456395999999	1.0627895287
46.5	14.5	0.12595168172	0.4232933103
46.5	15.0	0.093057299892	0.26868163775
47.0	0.0	0.009041406134299998	-0.0017499889164000002
47.0	0.5	0.0089659636679	0.059964814830999996
47.0	1.0	0.0087187401757	0.093847618939
47.0	1.5	0.008973334345200002	0.13727348566
47.0	2.0	0.0088584163123	0.17905157700999996
47.0	2.5	0.0091080558335	0.24115396797
47.0	3.0	0.0095012176835	0.29847419108
47.0	3.5	0.0093907313224	0.36368890780999996
47.0	4.0	0.0096421219067	0.41944942865999996
47.0	4.5	0.0097613968345	0.47853959573999993
47.0	5.0	0.010076484776	0.52637276446
47.0	5.5	0.010394720353	0.57638329678
47.0	6.0	0.011182551048	0.6165688105100001
47.0	6.5	0.01136924359	0.66690117643
47.0	7.0	0.011507855195	0.7511669665299999
47.0	7.5	0.01312965312	0.74849052518
47.0	8.0	0.014087370827	0.78689481718
47.0	8.5	0.01446576342	0.84754833598
47.0	9.0	0.015447769210999999	0.8949208548200001
47.0	9.5	0.020258527719	0.8973071106299999
47.0	10.0	0.020088136839	0.9494292662999999
47.0	10.5	0.032440876646	0.8922356414700001
47.0	11.0	0.024221906324	1.0204546477
47.0	11.5	0.022861522476	1.0963881929000001
47.0	12.0	0.03045699338	1.0900807279
47.0	12.5	0.04340730473399999	1.0585734137
47.0	13.0	0.033062802478	1.1900172005
47.0	13.5	0.15846263015999998	0.73213473866
47.0	14.0	0.14317450216	0.5742268284600001
47.0	14.5	0.097209867465	0.29450249001
47.0	15.0	0.11150639862	0.38041496931
47.5	0.0	0.008966357691799999	0.00058757682173
47.5	0.5	0.0091375048453	0.033250241014
47.5	1.0	0.008745117537899999	0.09288132113700001
47.5	1.5	0.0090587969641	0.13868638064000002
47.5	2.0	0.0090734753986	0.18400853292999997
47.5	2.5	0.0092915583201	0.24124487145
47.5	3.0	0.0094264094651	0.3029485764
47.5	3.5	0.0093650682944	0.36164052234
47.5	4.0	0.0096126326974	0.42394123063
47.5	4.5	0.009796795188200001	0.46690900373000005
47.5	5.0	0.010011247393	0.52814338994
47.5	5.5	0.010538412890000001	0.5639263209100001
47.5	6.0	0.011313618806	0.6138065913699999
47.5	6.5	0.011326563049000002	0.66807524916
47.5	7.0	0.011965076708	0.7120636368800001
47.5	7.5	5.1490520724e+30	2.3147276316e+31
47.5	8.0	0.015224029005	0.77371438234
47.5	8.5	0.014290213047	0.86024655468
47.5	9.0	0.025798914069	0.77012073684
47.5	9.5	0.018051967167	0.9126056678200001
47.5	10.0	0.019344000705	0.9633489316
47.5	10.5	0.020061127856	1.0119588191
47.5	11.0	0.022053477406999998	1.0521002657
47.5	11.5	0.023938647310000002	1.085423625
47.5	12.0	0.030544624098	1.1249731078
47.5	12.5	0.033447509852	1.1258226911
47.5	13.0	0.032859623036	1.1987477498999999
47.5	13.5	0.080720301859	0.20167794676
47.5	14.0	0.19648057073	0.91954096706
47.5	14.5	0.13523397070999998	0.6626217613600001
47.5	15.0	0.09940900822599999	0.3234557089
48.0	0.0	0.0088685094567	0.0052182830125
48.0	0.5	0.008926888931299998	0.047403629535
48.0	1.0	0.008739825491700002	0.09595477713199999
48.0	1.5	0.0089900154874	0.14242071733
48.0	2.0	0.0090250342375	0.17852546800000002
48.0	2.5	0.009234844778	0.23864904561
48.0	3.0	0.009391278270299999	0.30472637758000004
48.0	3.5	0.009397435947100002	0.36753519380000005
48.0	4.0	0.009610868472	0.41939202612
48.0	4.5	0.009771861047700002	0.47643857868999995
48.0	5.0	0.0099785608274	0.53188450054
48.0	5.5	0.010377171222	0.5766232565999999
48.0	6.0	0.011019969442	0.61778643996
48.0	6.5	0.011307868636	0.66835665669
48.0	7.0	0.011854879503	0.71454950952
48.0	7.5	-2.0222885356000005e+102	-8.344040571200001e+102
48.0	8.0	0.013761834693	0.79321146792
48.0	8.5	0.013699492635	0.87007046893
48.0	9.0	0.015852602877	0.8980268972600001
48.0	9.5	0.018353396948	0.9078835862799999
48.0	10.0	0.017641281669	0.98267796945
48.0	10.5	0.035072948294000005	0.98175657531
48.0	11.0	0.024534853637	1.0184668857999999
48.0	11.5	0.065322801729	0.68555954985
48.0	12.0	0.030018493993000002	1.1286160703
48.0	12.5	0.1107650823	0.73176226582
48.0	13.0	0.037142720115	1.1681888581
48.0	13.5	0.055985305279	1.0962061873
48.0	14.0	0.09724017190300001	1.1551135759
48.0	14.5	0.12140284523	0.4824391258
48.0	15.0	0.14391836114	0.57342270696
48.5	0.0	0.0089884830732	-0.0007100912198099999
48.5	0.5	0.009072034460399999	0.028293585696
48.5	1.0	0.008572808664600001	0.098409992587
48.5	1.5	0.0086375026458	0.13972024617
48.5	2.0	0.009044050557	0.18348359053
48.5	2.5	0.008894173252799998	0.25020429601
48.5	3.0	0.009461349155100001	0.3039159769
48.5	3.5	0.0093868801194	0.36726987378
48.5	4.0	0.009584450908200001	0.42177727196000003
48.5	4.5	0.009809997426	0.48171901448999993
48.5	5.0	0.010086474518	0.52776253651
48.5	5.5	0.010394092659	0.57549063385
48.5	6.0	0.011046698337000001	0.62240176627
48.5	6.5	0.011316030538999999	0.6701176892499999
48.5	7.0	0.012116155973	0.7049786858399999
48.5	7.5	0.012398376946	0.7744712172399999
48.5	8.0	0.012719442775000001	0.8294474356999999
48.5	8.5	0.015016158163	0.8185918639699999
48.5	9.0	0.015381525663	0.89609546213
48.5	9.5	0.016301492309	0.93733658425
48.5	10.0	0.017252999273000003	0.9942609892700001
48.5	10.5	0.03025119947	0.89587298044
48.5	11.0	0.023487572023999998	1.0291867358
48.5	11.5	0.022118651163	1.1061542709999999
48.5	12.0	0.036295516438000004	1.0628454238
48.5	12.5	0.034151625674	1.1205795015
48.5	13.0	0.037933460222	1.1501871498
48.5	13.5	0.089483803451	0.22106292058000002
48.5	14.0	0.069065627505	1.1465324403000001
48.5	14.5	0.11366646457999999	0.38486952316
48.5	15.0	0.17151146020999997	0.72906341082
49.0	0.0	0.0089764404445	-0.0014508316473
49.0	0.5	0.0088401180001	0.056540283735999994
49.0	1.0	0.0085783711595	0.10145249493999998
49.0	1.5	0.008819650899799998	0.13447129763000001
49.0	2.0	0.008998264898100001	0.19042227230999997
49.0	2.5	0.008451213115	0.25120318078000003
49.0	3.0	0.009332078946	0.30661707029
49.0	3.5	0.0093952328447	0.36687496798
49.0	4.0	0.009560775197600001	0.41663628851999995
49.0	4.5	0.0098975372266	0.4653557633
49.0	5.0	0.010046666687	0.52716570554
49.0	5.5	0.01029950633	0.57997496487
49.0	6.0	0.011017100952000002	0.61243594607
49.0	6.5	0.011407550045000001	0.66314603651
49.0	7.0	0.012057819818	0.7058394173100001
49.0	7.5	0.012315774013	0.76816762639
49.0	8.0	0.013464813112	0.81076315822
49.0	8.5	0.013746570399	0.86633738366
49.0	9.0	0.015370871710000001	0.89219535314
49.0	9.5	0.01838557184	0.9075524095499999
49.0	10.0	0.017061341098	0.99283984778
49.0	10.5	0.020011757093	1.0140958644
49.0	11.0	0.024612015595999997	1.0181857456
49.0	11.5	0.022097727851	1.10366666
49.0	12.0	0.035306850452	1.1103518096
49.0	12.5	0.039591339694	1.1137784308
49.0	13.0	0.25504594778	1.1587077128
49.0	13.5	12.805050699	43.104400471999995
49.0	14.0	0.081741667038	0.25163179598
49.0	14.5	-0.079625576982	-0.43293397798
49.0	15.0	0.093150515589	0.29706746085
49.5	0.0	0.008965317655799998	0.00053547739961
49.5	0.5	0.009046971366	0.046246146893999994
49.5	1.0	0.008624524289299999	0.097755372515
49.5	1.5	0.0082638585025	0.15226193909000002
49.5	2.0	0.0090717770384	0.20506165699
49.5	2.5	0.0092972636502	0.24554944684
49.5	3.0	0.0093041025733	0.30540437352
49.5	3.5	0.009353215778	0.36241957803999997
49.5	4.0	0.009561212408	0.41167769358999995
49.5	4.5	0.0098206833338	0.47619321018
49.5	5.0	0.010072135012000001	0.5259116644899999
49.5	5.5	0.010311207251	0.58051583053
49.5	6.0	0.011260583197	0.6098569845399999
49.5	6.5	0.011506822453999999	0.66813765235
49.5	7.0	0.012287612667	0.69906949341
49.5	7.5	0.012297657583	0.76554743094
49.5	8.0	0.012975521584000001	0.8274481193000001
49.5	8.5	0.01769016333	0.8213944575
49.5	9.0	0.015668893679	0.88962094347
49.5	9.5	0.018326764994	0.90626564449
49.5	10.0	0.018653270278	0.9631497657200001
49.5	10.5	0.029851132816	0.9290546029600001
49.5	11.0	0.027061711836	0.9969908967799999
49.5	11.5	0.023049813667999998	1.0996068615
49.5	12.0	-0.6081115809000001	0.13427008605000001
49.5	12.5	0.040604694263	1.07063161
49.5	13.0	0.03762571536	1.1558308020999999
49.5	13.5	0.16586218622	0.90337746326
49.5	14.0	0.097194118067	1.0338682987
49.5	14.5	0.10227617301000001	0.36580732293000007
49.5	15.0	0.11777112549	0.42790788319
50.0	0.0	0.0088798292528	0.00038640387092
50.0	0.5	0.009031567601399998	0.041426126120000004
50.0	1.0	0.008743707733299999	0.094978903816
50.0	1.5	0.0086571774299	0.13722334056
50.0	2.0	0.0089197214742	0.17994870402
50.0	2.5	0.0081846443192	0.26244308048
50.0	3.0	0.0093184463793	0.30612146353
50.0	3.5	0.009560072302299999	0.36282970013000004
50.0	4.0	0.009611102430700002	0.42374205416999994
50.0	4.5	0.05056034814	0.13204890434
50.0	5.0	0.0098792540916	0.53446967735
50.0	5.5	0.010261774649	0.5807236754199999
50.0	6.0	0.011338173086	0.6014280901100001
50.0	6.5	0.011446957045	0.65865747506
50.0	7.0	0.012153574750000002	0.70445753737
50.0	7.5	0.012259996079	0.77310382302
50.0	8.0	0.013261990604	0.80689664167
50.0	8.5	0.014112751735	0.85880453138
50.0	9.0	0.015707914834	0.89215863537
50.0	9.5	0.017458172815	0.92136478686
50.0	10.0	0.018113912363	0.9689851606700001
50.0	10.5	0.021147278657999997	1.0005715842
50.0	11.0	0.030551942545	0.9645980916500001
50.0	11.5	0.11382444078	1.0925374582
50.0	12.0	0.038093527753	1.0559295123999999
50.0	12.5	0.048755021891	1.0534685536
50.0	13.0	0.039689098067	1.1351562764
50.0	13.5	0.16608445462000002	0.8937105482200001
50.0	14.0	1.0708567467e+35	3.6471123542e+35
50.0	14.5	3.092252842700001e+197	8.9980964939e+197
50.0	15.0	0.11962946802	0.42525101687
50.5	0.0	0.0088794921506	0.0029441541261
50.5	0.5	0.008770903876	0.06031120840200001
50.5	1.0	0.0087129312778	0.07158472161
50.5	1.5	0.008777213764100001	0.13504467658
50.5	2.0	0.008928508288	0.18089504117
